user,asin,rating
A1RZZVMICUDHQJ,B0094OVBQA,5
A7HG4ZN735XLV,B00C66EELM,5
A1PDQQSZFN0C57,B00EHQKH4C,5
A1NWO4BWSIXZGY,B003MSUJK8,5
A2KJB2CFV2MK8N,B00F63TLEM,5
A2JK5MUVCKNTBQ,B0077BZXMA,4
A296M1YIDAWALF,B00DC69SS4,4
A2B65FZCTSPWC2,B00480IRZS,4
A35PBTOYQKRI0P,B002YADS4Y,5
A3DX170A54BJRI,B00G9HE0NQ,5
A3PEELGI9CPJBZ,B00AIPLH6I,5
A36T0CVLDH7UMT,B0059WKBNU,5
A1ZN6QOJF498HA,B00GUGSM9E,5
AN3K5F613K1KS,B00BCRMVRK,5
ABCP1G2M2K7GH,B00GVZZJEU,5
A11LYEMO7UFOR9,B00GCV1HZ8,5
A3M7S4V1E03U5E,B00EZG3ADO,4
A2ZE8KI3BKIVYH,B00CHUCXY2,5
A27QLY0QA0FLP7,B00GY4DBE8,5
A1EJQRBNN1S0NZ,B00E9HVTJQ,4
AJS556FZZPHG6,B002DR8RB2,4
A1BFP45HU8R185,B005E0DGKM,5
A2BPF8KTH0YYOB,B00KODJ9BE,4
A1H4C74RIKZ03R,B00G9TV49C,4
A3DOBK4B6KNKRE,B00LBYVSQO,5
A2II0R7IWU9M3U,B00I3EMKKI,5
A1SFZS2ICCJSZ8,B0046NQOLQ,5
A3L3MTNE390PQG,B00CMTO2M4,5
A2LQJUMXK2LOS7,B00BZV8OCO,5
A2XSWOROJL92H3,B00G0NEAWK,5
A20N2J9O1HRK79,B00DNHPHAK,4
A3QOBASGVBSD9O,B00CORI5CW,4
A2UPF55D56D6NB,B00DRQFV8U,5
AMRVN0O20IGBK,B00F4KK5VU,5
A31AFI3KRQ78XB,B006RGSLXO,5
AK2EFJ1B9OGJE,B004ZLPTRO,5
A1JWJ41HZ70AWG,B00H8QCOEY,5
AQBOAWOPNTLMG,B0010XQ492,5
A160AYZ82RUWOL,B00EGLNPK6,5
AQZIV618AOCU,B008QQ48BC,5
A34SCL03535DMI,B004WGT59K,5
A2IIOKKY2VUX4B,B00BQ7DQ0M,5
AW6X5OB50N5DL,B00IEDF0KK,5
A2C5NQQN4KMZZQ,B00I9H30BW,5
A1THX5I8I2Y7LR,B005EPS14S,4
A2FAAL5CGY84Z,B009EQBE3S,5
AA4DT77MU3PIZ,B002KJAHOI,5
AJPTV6A92IT6F,B00AUBFUP4,4
A3FFT2QM8179LP,B00C3HOW34,5
APUC5FGAB7MCB,B00FYXW5A6,4
A1J2UNYVO9G9JV,B000YZQZFA,5
A12CI4MBHN8E6Y,B00ES4KWEI,5
A177I9TO12CL88,B000ZK57R6,4
A1M3BIIXCUDBVP,B00FVK5ADQ,4
AGHSSCDPPAM9H,B00B1LRCLC,4
A3DAMIW77Z4NRT,B004RN74L4,5
A9ZQP7T37RERB,B005Q27J4C,4
A23AG1L8RXXQQY,B00IR5OAZG,5
A3PZOUE5JHWWPU,B007BHIJLM,5
A3R42MDM98MW2Q,B00HYVZJ3G,5
AHKTDN9DALS17,B0049ML6I0,4
ADEMUKC2R0PFT,B00G7H177U,5
A2YF9CUO0JGYVB,B00GMTFQE8,4
ABFYAMJ0PZTU0,B006E3ZXL8,5
A22A19UJ3GOWTP,B004QSBYBQ,5
A2NLGDMF86J1P6,B00FRG53G8,4
A3K1MTEX3974OQ,B0094G04KW,5
A35AXLZOBUDDE4,B000NRT8LC,5
A1PZWTTJG02WRK,B00375PP4G,5
A24699Z4CFJ3HU,B009TGTALG,4
A3LBKMR9SA4JY1,B009HTT574,4
A18IYTB8BOTKCF,B00D4AFCAG,5
AVUJP7Z6BNT11,B00CXWW3IU,4
A1LT660XV8P6SO,B00ET5SD2Y,4
A2ORTI4VUWNWTX,B002UG19NY,5
A1E1FYTZPYT2V7,B00AH4PUL8,4
AVIONVUKUUIRU,B00I9XKPAU,4
A31FSS0Z5P3GHE,B00G29GNU4,5
A1Y2SX3YIZB0KI,B00DGYP8DG,4
A257K789L7H1EY,B00CF1QCLS,5
A19Q4EWQANIF0W,B008H3VXTO,5
AARN0QXOLHFY1,B00I3YOTBQ,5
A35LCI185UNP6B,B00B10Y8HO,4
A3CYJ11656SLA0,B00E5X7NRQ,5
A2UPGT7IRSGOQ9,B000ZBTR6C,4
A138QYMNZ1Y6VH,B000ORSOZ2,5
A1W1JIIX8LVC1Q,B00HAYZI9M,5
A3M6H5839HZCXR,B0088OZ1A4,5
A1ONP5CFVNW0R7,B00HVKDU04,4
AMTAZ4BNTFOLO,B002VTR998,5
AJWZUZ40ZWIUB,B00E1PFNVQ,5
A3M0GM83CR3THT,B00GTF4ZZG,5
ABZSHWUTLQFFK,B00CEOPWJO,5
AL2SYISS04X4T,B00HV4QXF4,5
A95KVT3ON1DLI,B003NU1OFE,4
A7AAD9M9IPCG0,B00HYHJVCU,5
A1J6CP3B6AF20L,B00I9ZNRF8,4
A1E1LEVQ9VQNK,B00H9MK73M,5
A38Y2SKOAOQQQC,B006IWARTS,5
A3O48EG8G0SROA,B0094KKQ60,5
A12ATF0XS7GBJM,B00DHC35E6,4
A1TFAR3OXQTKLW,B002U6PXG8,5
A1T7K51COZKHMN,B00HVTJ9QY,4
A1GLGWWKRLGP6G,B00H3W3SSO,4
A3V2MOVQS5ELRN,B001Q9K568,4
A3M4PDM7M9PS73,B00B2DMUZ2,5
A3C8UCAHI1LBNG,B00DSZ88M6,4
A2YSJ5SP5BAK1R,B00H6XRRKA,5
A1CMEM9TEA800X,B00BGZBIWW,5
A2TR21MHIDWVJE,B008H4GK2I,5
A1DGTLJLON2D2W,B00JKPN3QO,5
AN68A95BFDOHK,B00B729A9M,5
A20VXAMJ67GO5H,B00CH2INIK,5
A1FVG3SZT4CGAE,B00757FQZU,5
A3IEWDOQSNP6SY,B00AU8Q57Y,4
A114KIJEBP6ER7,B00CW7A1OO,5
A3DFP5BOH0WNGF,B0043WGLAY,5
A3HA28FA7YS9CI,B004EMQX06,5
A34KMUNKJJT3HH,B00DTWHDFQ,4
A5EN55IO1W3NZ,B00EQ00ZHS,5
A1BU7SQ8E3OSFE,B00JZRL95Y,4
A3BFHV7EZQL6YA,B0030552C8,4
A1L6LRVK79TZ0K,B005L89CEQ,4
A1LGLC4XLJP8JL,B00JRW6T02,4
AJ3OUGI3HDQ6F,B00FGQQR28,5
A2TGMFZ5GK1C5L,B009GHHLVO,5
ALC00GS7FG0L7,B00HY2OA80,5
A1Z406OWAFSXLF,B004HA46CC,4
A20DS8CX9UPW56,B00BJMUFNU,5
A11XRORGKCJ5JO,B0079K3W7W,4
A3HXYMIIG0K14Z,B005CWGA28,5
A1IOFJ6B2KAZEB,B00D5ZJEDG,5
ARR09NQOXMS2X,B000PED07Q,5
ASGMR42VN6SPT,B00DDTE9H0,5
A2P87CKEOZ0XS9,B0081OOINC,4
AQ678UBTYWS6I,B00COQ3OLK,5
A386Q6I67AKD03,B009FFNNFU,5
AFF4CAO6OGKCB,B00FWAGZUW,4
A39BQMFXMMF5AF,B00BUE7DHS,5
AZZSYIT2KAG58,B009VNTK3U,5
A2B17AHE8ZZ1HS,B002DZIMZ0,4
A3K1XPNN850JSF,B00EDEPGYY,5
A24OKEE6AJAUKM,B00D8SSA76,5
AXF6YRN9IU76O,B00JRZ5AAO,5
A3M7R2OD5OM1UM,B0096Q0J9G,5
A1V5H6GOJ8T2UK,B00ADFF49Y,5
A2OS41LDRYVV3H,B00HNR6PC0,5
A1IBRX9Z0G6BB4,B004XEO4ZQ,5
A87PHRZNFYQ1R,B00GMVE2GY,4
ATBR90NVZXZR1,B00ADFF3CM,4
AE7V92R2LVEJF,B007L3WV60,5
AF5LKEYIDIAD5,B00IDSFIDK,5
ABCZIPU2QJLLX,B004I82M1K,5
A1R1SAW6GFUB4Y,B004ZXANAA,5
A1VAW87O6GMO9R,B00F5UU802,5
AC5S4GOYZCHFZ,B005PWWEXY,5
A3K1MTEX3974OQ,B0094DBQ6G,4
A2ER4JH28PQ9FC,B0084G0OGM,4
A18KWGPG8MT3QP,B00JWXDZVC,5
A3MY23WUD6X5QO,B00F3JZF0S,4
A34OWGIMR7E0EX,B00D8VR98Y,5
ACNZKARTKNKRU,B00JP35QW0,4
A548BRSEO4WTM,B0088QEPZO,5
A3CF4VQTW4KHG,B00F29XOOI,4
A30WI5IEODFCW3,B007PJ0B94,5
AFLEIZY9LOV0N,B002UFSNTI,5
A3BZ5J8TIHMJVC,B007559RFM,5
A3IDC5FP52KJWJ,B00BA02LJC,5
A2VGV03PZXPWRO,B00GYI0G0Q,4
A33KMI9T4QFEE0,B009ERDNEU,5
A1PAG760AZ4ZFU,B007OBYMSE,4
A2XLRHKQM280ML,B00DUHJ5TW,5
ATCZSOP1Z5Y4S,B0034JWQWO,4
A2YSGKXXD43JKL,B0086RODIY,5
ADCKJ978I1U7T,B00FW6F4AI,4
A31PQ4TU60ENTA,B00IW1RLGU,5
A2HQVR914YE3SP,B00DD6PO9K,5
AERAXBYLN2TV9,B0091G7TOE,5
A1ELV6C1Q6P8HL,B00IY3AXAC,4
AF3TA1SFJII23,B00JJYA7N8,5
A30DX3O60SKB9F,B00I8ACBGK,5
A2G957WF2KRFDD,B000V6Y1IU,5
A3GL8LED13TK0X,B0011IZLIG,5
A220HIA4NMZTBF,B00F2MA1FK,4
A1GV5XE67GKRNQ,B00IBFR310,4
A1AL1WXGPY6P55,B00I3IWEFK,5
A12AIV3KNF2720,B007P4LHDS,4
A27CRT621Z3YNS,B00IG0ZNR6,5
A3AIPEYMKR9J36,B008OGWMWQ,5
A23Y45WZIE4TAI,B00BNI1A7U,5
AQQRXGP4LSNBH,B00HWQ1SVK,4
ABYNDOCY3KVI,B001UO6TCI,5
A2GPCVUGX7R3JJ,B00AXP36O4,5
A2Y8HVDIEVG4FP,B00JPKJNCW,5
ALEN5YQB2YDW7,B0046J2MBG,5
A3AWYZTAE4AAXW,B00I5T5UFS,5
A3A1N4V1RQW0VB,B00EL6U4UA,5
A38K7PYO6IX37I,B006V0BNE0,5
A2MAR0DKEW12I,B00ITMB8E8,5
A21LKE62O2F4FW,B00BPBIHWG,5
A2FPRI0MBLLIAP,B004QVMYOE,5
A1DZ6GXEGQ5WV7,B00CIH60TI,5
A3PF6OO1SE3GNS,B00AOBP55U,4
AJMGYFADCMC8,B00J4T4PGS,5
A2LNSQQ5KF78R5,B00CA5TJCS,4
A6DD0NPFSZ4YA,B00DGX3HLM,4
A19OILQO5KDYF2,B008POU1UW,4
A1Z01XHQ5H791R,B00CYSOGIS,5
AA35AT1SXA5EB,B00FQW15ZG,5
A2BOLDIQKV8N8H,B00COOHFA8,5
A3FYTMTSTAMZYY,B000NTZ0UI,5
A1J96ZRORDXQTJ,B00JTINICG,5
A2LBL4FA8BGLU,B00KHCGGSQ,4
AISJ632ZH88QY,B007BHIBHY,5
A3QK3D7YSUODRX,B00IJADWYO,5
AVXOXLNXZLGPW,B0087A76O8,5
A2MH95VMA5UYRC,B00IFGFQDW,4
A19H4MPPSJ5MEX,B001UDYIPY,5
AD8NVM27EN3K7,B00E8LSVGW,4
AUZD1YXDYK5SE,B00A7DC4Y0,5
A11EPZL5L5C860,B008P136O8,5
A3W45HZQTHG0E5,B00GM4VXUO,5
AN55FWHD2PHMO,B008DTT7QI,4
A2U141WG6T6MRI,B00DM1EEGK,5
A13AXYIP1FXOJ9,B00FMDRBWU,5
A17C5237JHKTWA,B0044QZKCE,4
A2TATSGZD3NUB5,B00DJ7BI2A,5
A26NTS4A4LEBTG,B0031Q5J7O,5
A26JIW4IMHCV2S,B00D94GF12,5
A4TLGXK0WLM8W,B00BC05D9U,5
A1S60BGXNIE0G5,B00H90J8D4,4
A3M1WBS79ZQV14,B00512GKY2,4
ASWZSKLCF67OD,B005MZO720,4
A339YNH8TJ7YDZ,B00G784KZU,4
A817Q26Q3G70V,B00JP384LK,5
A1VVLFPYLX47F9,B00DP73V74,5
A2NK9TYDL6M1PC,B00AESFAYY,5
A3TGY3ANGBNK7C,B003WUXDR2,4
A1JF208NSK31IC,B00A3HL5B8,5
A3S8HTQAHJ5VEI,B0084TX9A2,5
A18M9VV51JWEID,B00E5LVVB2,5
A3FC5WFESUMMEV,B00JJ4RH68,5
AWE4568OC1DZ2,B0041U2UC6,5
A20BOCK40W8CL0,B0093DPE9C,5
A2RRVJUV918JZF,B00DUVJJAS,4
A2KTSGJEOHPCIJ,B00IJR8O86,5
A3TBMGNSEQBWIL,B002YAL7F6,4
A1IJ45C7VRT2MH,B000NZPAYI,5
A3FK7ZRSMF0UD0,B00A8YZTS6,4
A15CLY3TGZQ21W,B00BLOWQZQ,5
A3CRSHV89AUJDG,B00IJOV3PA,5
A1JJQ4GDTBOFNF,B00J9OWF2O,4
A2DG8C4H6F0JD9,B004RRH22G,5
AROOWWGYH9NCR,B007XYELBU,5
A30895TFG6DIM3,B004ORM56M,4
A1XF06FGQ50ELR,B0042REDSC,5
A2ZRMZTOPD1QLA,B005E37KXS,5
AGBLDA902Q3ID,B007D34RU6,5
A28LK2ETTMSKLN,B0071INITO,5
A2G7UFRVTP42NT,B0079XCIL0,5
A3V2EGUC9E7SU1,B007IUV9N2,5
A3LCK6DZ0ZWTWR,B0029F26DS,5
A3INGDC3BB0SCK,B004P2HB10,5
ACWAZXKP7JJUL,B006QXDNG8,5
A1YG7SY2GTTNR3,B009PVZSV6,4
A2BFQ73A22OWXH,B00CDXSR0C,4
AYI6W13G7ZGOR,B00CGBZNIK,5
ATC23TM1WPYLU,B009ERDMP0,5
A2WVN7K1334T9R,B00D5VN7ZG,4
A1UNPV5MMI9TAQ,B00D4CU3Z8,4
AD1T56QJ7WW2K,B00E6X3Y1O,5
A2HGMZH7YMH9KX,B00DO5DNF2,5
A1ESHN06E7F0R7,B00CBKLEIO,5
A2NNWI4T67GYOQ,B00AEZ662C,5
A3YEVXHTX9D8Z,B005J1LA3G,5
AO5YFRB1REJRB,B00FE01RCQ,4
AMD0N0307WEYS,B00AIEJKM2,5
A2TIBRW5GQBL8T,B00IIUR9P8,4
AAW3QW20B03Z9,B004UBNQQ0,5
A2GLX8CAGXY5WO,B00EV15YY6,4
A1QKEWGQM3MKXU,B00EXVOU1M,5
A37IXZIGXI5VTA,B001AO3KFC,4
A2QN7N9H1WI0AA,B00EHMVPBK,5
A18VZ7LWOO3F6M,B0089XILWE,5
A1FLN7DVFZA1WG,B00GHPCRS0,5
A322H08MWQOI55,B00IO32FS0,5
A1B86RMBQXP4M4,B0031UUJG6,5
AM5JHS4J9K4SP,B00EB984AO,5
A1DFTSG5ENJAF,B004UZVHIK,5
AXOM7V02N36RC,B00D5YT5YA,5
A1SGQVMXDFTBBP,B00J9NR9QC,5
A3H3M9UVTYGFW2,B003AL7VOE,5
A1VH9FHK1PZLBK,B00I9HEK2A,5
A1XHBNSMHQWCMU,B0068RXW0Y,5
A1DB1XPM0DH1KJ,B00HVLST3Q,5
A3GO1J63N11OZF,B00EDI1NV0,5
A3S1JAK0NNAE00,B001WPQ9WK,5
A39JTUG0DPCV2X,B00AOFVPWI,5
A173CBPQCTIXW4,B008P5YXZU,5
A2AXGNA291U5BF,B009INBUTK,4
A3AEAEL3JI6HFY,B00IOQL0ME,5
A9U98DZQKIDBV,B001DRKWJI,5
A1BG2XXW48LR00,B002VA6IY4,5
A2DDLDUUFEEN5J,B00E0E9O86,5
A3HE450VSBLO6H,B000P8VT66,5
A2ZD8TGA7911CN,B00IULMN88,5
A2XU01VRP5CT5K,B008D3JBYW,4
A2FO4KSRGL93R,B00960SOV2,5
A32EM2Q2E26S8G,B00ISOJUAQ,5
A2ZC7DF38N463O,B00HA241SI,4
A3RQNDRSJSIBUY,B007JY64IC,5
AP6DKGVL27N15,B00EN48Q0U,5
A3LGC1PVFD7358,B00HBK1SNA,4
A1889C333307N0,B0091P6AT0,5
AUPZTJ2FCUMHT,B004PKHY1Y,5
A1SY7DADUL6QR3,B00FQSUJ3O,4
A1PZAB5KULFGC7,B00H3QH2SM,5
A3QMOHEVXCQN3K,B00JH4EU42,5
AQGX3JU17NLM9,B00D4CT8UO,4
A2PB1CR5P1YA0X,B001V9RMF0,5
A25KF1WK0OI147,B00JFB61W6,5
A2F479QK1DB78P,B00H7LKGK4,5
A2ZR3AHUBY42O,B004SVTDXC,5
A3RKYD8IUC5S0N,B009YK7C80,5
A3GYK5Q5KIRTKS,B00J3W941C,4
A15AXL8HAM7SRU,B00HQMD0R0,5
A2ZKKCOAANEY13,B003MYUV7S,4
A29ZQOYNHB3JLV,B00JK0126C,4
A3NTJ53XFGAQO9,B00FPT49NU,5
A245G62BIJ7WCN,B00BORZ9N6,5
A2L1S50GABL5SI,B00DJUJUS6,4
A2NAU0JXR09YS1,B00EA4PQII,5
A22AVWXIN8JJZ,B007LLU2GI,4
A8TWBP743BDCL,B00FDN3MYK,4
A2TBUZF0GXPGJ1,B00KSPX4TG,4
AUXH7TBJVEKXM,B00G4YTN40,5
A3KC35JS1FZWFU,B00CB00V9W,4
A6GAYML3MJV97,B00CF3WINW,5
A3LMJNQJ89WOTB,B005E1E2R2,4
A1AC1ZXX9IBCTT,B00CBSFWOI,5
A2QQYPB1YBU6KR,B004Z0SHD8,5
A2XQC4BL4YP2L7,B0097A3ZJ2,5
A247KV9VMOIUFY,B001T7YMX4,5
A3LSRCQU4ONUE0,B003UVYBDI,4
AF2BN9YYD8VM0,B00H8K0SRU,5
A2520J4XRMTP5I,B00GA40A0A,5
A2GELB4ZU267CV,B0056BNB36,4
A2J881WH0O19K8,B00F63VIFW,5
A2OUG6SKIDDA4V,B007NVMR0K,5
A2V0Z097HPOVBV,B00AEYZSWM,5
A2GDDRZJTO3IAG,B00HZN7THW,5
A3UGXRNRXVNAPI,B002HSEHUM,5
AVCWJQW74WWMB,B00771V8VK,5
A1UDSBL8G4I6TG,B00I0ESUVY,4
A2XB1TGU9WU0TH,B00FBQ7APQ,5
A3MCJTP20KWX80,B00CL1P6O6,4
A2QI93E2DU7I57,B00A80HO56,5
AEP6ACDWMMXMS,B008GNPD7S,5
ANGMFZY9OGAG4,B008MMB64C,5
A1CTDVMUMEDHBD,B008HQPJZ0,4
A2RIDPR2MRNEBF,B00BPQR9N4,5
A2TNE1JLVSU3JK,B0045WU6OO,5
A3B5A7ZQYL659J,B00DCDE8IC,5
AA4AM5X0ARI76,B009Z2GM2O,5
A3UQDATNKZQUUJ,B004OIQM7Y,5
A19J9IF2VXB72I,B00893UIES,4
A1CDX4UURCH96X,B0062CGM3Y,5
A314W7HUWHO527,B003XINY4A,5
A2S40SX806U2O,B00FR8519U,5
A19DMOCQQBM5YJ,B005G4RXMI,5
AK4KZVYZKIZ6J,B00BGYH6K6,5
A3THCMY7OLUMJQ,B00G4SANHC,5
A3O339RU4UFC7P,B0042UC08Y,5
A15RU9K8MSKO2F,B00371NUBK,5
A1XY0ASNNO7AYT,B00GAAPZF4,5
A3P6XUXBX0HLA3,B0081TUAJS,5
A1G82YJ1FYSVSD,B00DGUN4W2,4
A3M0C2NVRDLCEF,B008CUK4YC,4
A1HDGXFS1QD1E,B009TB23LU,5
A3DPAOSTZYFFYH,B00BC04YT0,4
AEETVYA6686QA,B007TG2IKS,5
AK4KZVYZKIZ6J,B001T7K9Z4,5
A3Q5QDQMB4XCBN,B00DMJQ80W,5
A31VQ81Y4QR9I8,B002CD988I,5
A2GCUYAS0XRUK9,B009ZXL30Y,5
A1FNLEIYDZZ94,B008IE3TI0,5
A4DZDTT5GNS1S,B0012NT44W,5
A3EGC5VJ438HA6,B00BCSCLBU,5
A1VVCNQ92HQ3BR,B00F8AC2KS,5
A3TDIZY48B82AQ,B009SPIWLC,5
AA85WL73KR9V8,B00DMHAJJU,5
A1X2X3D8NFXJDE,B00IWMOPMW,5
A10JPN83Z0SZ8,B00J91OYHQ,5
A20WTMI7N2ZSLX,B005IT1GB0,5
A35OJK8ACIESA8,B00EW0DL28,5
A16K7J5L4RHTKW,B00EUGAEMO,5
A2J19UTYODZC9Y,B005ELDJEO,4
A39CTNN323G5V1,B00A0O2G58,5
A87O4W323DZJH,B00FJ0GUSM,5
A1MSVXL32ZELDQ,B00IJIQ2UM,5
A1BFNAJ6CLDVJ6,B00AWIA578,4
A19UP9ACGAWBP,B00AQ0T190,5
A4ZYTK952FGLA,B00FEN54B8,4
A3JDMMZUY7E1QM,B00FYQ1NFQ,5
AWOASIIDC78ZY,B0099D6VY8,5
A222UU9K3S233J,B00JTP8W4S,5
AD8RPHTXFTMUW,B00JNQBB1E,5
A3N26CT3Z7WA6K,B00EAEBBCI,5
A3VYR1VUCILMBI,B00BFYM0UI,5
A1CWB3XOYGRU8V,B00D93UO5Q,5
A2YGJ6AZLH53HS,B003AGI9HW,5
A3DS8Q7SW7FL50,B001N84IY2,5
A2MYEQC4PTEBFW,B00GHYQCBO,5
A2P84J2LFABJ3W,B00GAG4PS6,4
A1ZJJWF69R31ZL,B0038FDYNE,4
A37G79O0XRG8M0,B00JM1CPPG,5
A1I1VJYFCIX1UT,B008B32FRY,5
A2XECJSLUOCYRK,B00IO3LKCW,4
A1BTIXWJ359V9Z,B00AQOH8XW,5
A71WYFKK3KLT5,B004IPETTG,5
A1A9BWWLOVUANT,B00FNZN2J8,5
A3K9G3TEKIEATA,B00CLYG6V0,4
AHNK2INJKV5YD,B00J14PGPA,5
A2Z7K28SIIKTYZ,B00E5WQG7K,5
A277NHWKJI42GX,B00621UO52,5
A386MXXZBUA7QY,B00BC06DQM,5
A3NXWBB395GQ6D,B00CZB9E40,5
A45GGEUAEJ6AK,B009BQNESY,5
AJ9YS8FLZDL2I,B00BK9VNY2,4
A1G92IJC1TZLS0,B008MC2IW6,5
A2DBQBRSWG0K18,B00K29BS00,5
A17TMNIJBWWT1U,B0080DL0YO,5
A222HGQX7A1M1F,B007Y3CO3C,5
A18RXX8AD01K6V,B00GSDPHE2,5
A36BXXAPLQA8NN,B00JGIEKEE,4
A3TG3UK7YLLOGP,B003OWX5E4,4
AKP95DSM19IXZ,B00J3L7LRW,5
A1GZLPJ5BSMYA0,B0089G1JKW,5
A2OBJR1MHVEN9C,B00KAVHWJQ,4
AMIH221F0RZ6R,B008EXDTDU,5
A3C6CFVFCHSLGQ,B009Q788KW,4
AJ1OQMCWC25SB,B000KJ88F0,5
A18UXZQDNUGCVW,B009GCRI4Y,5
A34UPIUBQSSP2D,B00B2ED3E8,5
A3782T47J88SH,B003XG16I8,5
A3BG0RQ123C9OE,B00A48ENFQ,4
A21EJASSJXSGJ6,B00E83715C,4
A2VHIH7WH0K3WT,B00APL8GKU,5
A2ILTKINAFCM6E,B008T47FL6,5
APEZ8Y54OKM1O,B00BXPND5A,4
AN7PPDV9M2V8A,B00F2POZUO,5
A6FMICFI3XK6P,B00JBVYQ04,4
A1ORCQK0NN0OU6,B002D6VS46,4
A12MUG1M3WXM0B,B00B29NHPI,5
A2CWNOHNH9J34R,B005D5ITFK,4
A30BK0NTU9FRXC,B00CQVJI2M,5
ATELQXXGH464O,B00GRBJY6M,5
A2320FHTV5SF10,B00K52L1J2,5
A34F6P10241XPK,B008P5Q78Q,4
A14LHLR34IC8I8,B004INLO0K,5
A12UUSHF35M9JC,B004V74PP4,4
AFNF9C4TW4JVT,B00JB32BQ8,4
A18LOVIC2R7BI2,B00260OPP8,4
A38J1QVQ64JECG,B00BPJKBC2,5
A188S6GOJCSUCF,B00K2274H8,5
A1SP50NH5XZJX3,B00FYY23GG,5
A11B53O6FW2QDC,B007OVULO8,5
A1MMQJSUIRBWS0,B00HX81YQ6,5
A2PVPCWKCS70DU,B004SKJQD0,5
A1MC1EJKL7AK5R,B00FG37G9O,5
AP3YYZET0NQKU,B00J7BZCYC,4
A39IZ2NEPQM0M,B007OOPH3K,4
AASV5TVYV24UF,B007IUU1PO,4
A31FEHE2Q8NH2Z,B00B2ECNUS,4
A1SUNSSSSGXWGO,B00IOFVL7Y,4
A2ZVKF06TUC73T,B00HK8QIHO,4
AJ9QXNYLJGVBL,B00FFRYFB8,4
A2W4OMWBLR4D8N,B004YREAS8,5
A2EZMWPRCD91OQ,B00GG2B5V4,5
A1C3RB9TTY69AW,B000OZ9B6K,5
A2AQM2JYIDPUND,B007NXB29U,4
A25DZAWXXRPKVR,B00HG8P982,4
AF6A4FK3IPQRQ,B009PJDOTQ,5
A25SPOUIUYTHBE,B00L254AGC,5
A39ONSNY261F2L,B007Y6D1IG,5
A3BMC75S3RZ7Y5,B00C2DR3XA,5
A1WJ8DHR8CBXC8,B009UJ350Y,4
A11Q9KB74VBG84,B00DCJ6KIW,5
A4N7XOCI9O01B,B00FT2V1RA,5
A1MY3T6LD7BP1K,B009R9RNSW,5
A3GIDT79FPRVS2,B00JH4RH8I,5
A39GEE1FP6EDDZ,B00AIISTPM,4
A27WWG9FAZVWII,B00CR0CAHC,4
ACKAEAVTB3Y8M,B006VEHSI6,5
A1O3OVLCBXD5UV,B00E664OPQ,4
AGT6I02O784LG,B00DN11N18,4
A27P22K84E0A5X,B00BUI51EQ,5
AINRZ8Q0HKAUZ,B00F1TA7PS,5
AMHYSBKZ5IQZ8,B0070TVVFC,5
A14ZKJ9O6ZPVFR,B00891OHNI,4
AHLWYFXQ6A4U6,B00F5ZA4LU,5
